book name,review title,reviewer,reviewer rating,review description,date,ASIN,title length,Rank,book price,rating,author,year of publication,genre,first_name,last_name,count genre,day,month,year,season,quarter,title sentiment result,desc sentiment result,year diff
"friends, lovers, and the big terrible thing: a memoir",an absolute rollercoaster,cindy r.,4,"i purchased matthew perry's book last year when it was published and have had it on my list of books to read. i finally read it yesterday in one sitting. wow! i have never written a book review on amazon, but after i finished reading, i felt compelled to leave a review. i knew he had a serious drug habit, but had no idea the extent of his addiction. it was difficult to read parts of the book, but i could not put it down. i have watched friends for years and still watch the reruns, and it was always obvious to me how much his physical appearance was affected by his drug and alcohol use (having family members with this disease). i found the book actually exhausting to read - just when i thought it could not get worse, it did. i think it is so sad that he had such a tormented life, right from the beginning, and he was never truly able to enjoy his success. i was so sad to hear of his passing at such a relatively young age, but not really surprised (even though his cause of death has not yet been determined). after reading this brutally honest memoir, i find it surprising that he lived as long as he did - i was shocked to learn the extent of abuse his body endured. it's not the same watching friends now, knowing he's gone and knowing what he went through while on the show. rest in peace matthew - thanks for all the laughs.",06-11-2023,1250866448,3,4,23.99,4.4,matthew perry,2023,memoir,matthew,perry,1,6,11,2023,Autumn,4,Nötr,Negatif,0
"friends, lovers, and the big terrible thing: a memoir",brutally honest,john s,4,"i was a fan of matthew perry from the beginning of friends. he truly had such great comedic timing and he brought such life to every part he played. i had always known he had suffered from addiction and had been in rehab several times but i never realized just how horrible his addiction was and for how many years he fought it.i was so saddened to hear of his death earlier this week. i hope he continued to be sober and enjoy life as he stated he was at the end of this book. it's so sad that someone that had seemingly all their dreams come true, starred in a once in a lifetime show, and was so accomplished was also so miserable during all of it that he never enjoyed it. he was a great talent and will be missed.",02-11-2023,1250866448,2,4,23.99,4.4,matthew perry,2023,memoir,matthew,perry,1,2,11,2023,Autumn,4,Negatif,Negatif,0
"friends, lovers, and the big terrible thing: a memoir",raw and real,heather wilson,5,"it is no secret that i am a huge friends fan. so when matthew perry died last week, i decided to open up his book. i have had it since it came out just have not read it. i haven’t been able to bring myself to watch an episode of friends since his death. friends is an escape for me, and it’s not easy to escape when there’s such a great sadness right now. this book is raw. what he went through with drugs and alcohol was so incredibly difficult. but the other thing that really took me by surprise was how raw he is about his relationship with god. i so appreciate that he included that in his book. i get so used to reading books by christian authors where everything is just “wonderful”. but his rawness about his struggles has really helped me to find a peace with his death. definitely a reread.",05-11-2023,1250866448,3,4,23.99,4.4,matthew perry,2023,memoir,matthew,perry,1,5,11,2023,Autumn,4,Nötr,Pozitif,0
"friends, lovers, and the big terrible thing: a memoir",wow!,jessica madden,5,"i wasn't going to read this book, having seen previous reviews which mentioned it was heavy and dark. not really my thing. but then perry passed away and i couldn't not pick up this book. and i think, previous to his passing, i wouldn't have found this book to be too heavy or dark. i think it shines light and hope on a tough topic. it made me really see something i had no idea was there. it was riveting and interesting. and it ended with such hope. hope which has been crushed with this most recent news. and with that comes crushing sadness. instead of hope, i just feel bad for him. all those hopes and dreams he had for himself, all that fighting, and for what? i have no doubt he has helped, and will continue to help, many people with his comedy, his words, his story. i just feel deep sadness that he didn't get the chance to find his own hea.",05-11-2023,1250866448,1,4,23.99,4.4,matthew perry,2023,memoir,matthew,perry,1,5,11,2023,Autumn,4,Pozitif,Negatif,0
"friends, lovers, and the big terrible thing: a memoir",a very sad read,veronica r ewing,4,"what a shock to lose such a talented and funny actor so young. i know when this memoir first came out, a lot of people had a lot of not very nice things to say about matthew perry, but i think they didn’t get it. this man had severe childhood trauma and abandonment issues that he never processed, and he was a drug addict. he really bares his soul here in this book. i have always loved matthew perry and i was still love him, even after reading his memoir. i’m so sad that he never was able to permanently beat his demons. he was a talented and funny actor, and not just in friends.i hope he is resting peacefully now. after 50 years of no sleep, here is hoping the eternal one also comes with an amazing view where he can see how much the world really did love him.",30-10-2023,1250866448,4,4,23.99,4.4,matthew perry,2023,memoir,matthew,perry,1,30,10,2023,Autumn,4,Negatif,Pozitif,0
"friends, lovers, and the big terrible thing: a memoir",i had no idea...,terih,5,"i am not a celebrity memoir reading type person. i happened to watch an interview he did last year with a canadian station [maybe bbc] and truly had no idea that matthew perry was an alcoholic or drug addict. i decided to get the book and finished it in 1 sitting. it is well written and an easy read. i think people forget that ""celebrities"" are human too. it was a rough ride for matthew perry, but i am glad he was able to face his demons, become clean and sober before his untimely passing. rip matthew perry!",02-11-2023,1250866448,4,4,23.99,4.4,matthew perry,2023,memoir,matthew,perry,1,2,11,2023,Autumn,4,Negatif,Pozitif,0
"friends, lovers, and the big terrible thing: a memoir",bittersweet,gina,5,"i’m so glad i read this or i would never have known the multi-layered life of matthew perry. i learned so much about drug and alcohol addiction and how it affects one’s body, mind, soul and spirit. i wish he’d never entered the world of horrors and wish he’d been able to experience true peace and joy sooner. i will always love and miss matty and am sad to have lost him so young. he never married or had children and he would have been such a fantastic father if he had beat his addictions long ago. rip matty!",05-11-2023,1250866448,1,4,23.99,4.4,matthew perry,2023,memoir,matthew,perry,1,5,11,2023,Autumn,4,Negatif,Pozitif,0
how to catch a turkey,beeautiful,lynley kozinski,5,great,24-10-2023,1492664359,1,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,24,10,2023,Autumn,4,Nötr,Pozitif,5
how to catch a turkey,cute read aloud,carol mccoy,5,"definitely a cute thanksgiving type book as a read aloud to get kids actively involved in creating a ‘trap’ for a stwam project in the classroom, which is how i used the book with third grade.",04-09-2023,1492664359,3,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,4,9,2023,Autumn,3,Pozitif,Pozitif,5
how to catch a turkey,arrived in perfect shape,patsy,5,for my daughter. she's a school teacher. she loved it. she loves reading to her kids as well,19-05-2023,1492664359,4,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,19,5,2023,Spring,2,Pozitif,Pozitif,5
how to catch a turkey,cute book,amazon customer,5,"this story is a hoot for the students. they really enjoyed following this turkey around the school, and it really helped me target wh questions with them. the turkey travels to various places throughout the school, making the students guess where he will end up next! cute book, i will read it every year with them.",10-01-2023,1492664359,2,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,10,1,2023,Winter,1,Pozitif,Pozitif,5
how to catch a turkey,how to catch a turkey,one bottle was broken and leaked all over box,4,this book is ok. not as good as i was expecting. does address fear and is a lesson. but reminds me of an action movie that goes on to long.,26-11-2022,1492664359,5,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,26,11,2022,Autumn,4,Nötr,Negatif,4
how to catch a turkey,loved it!,soozeebee,5,i bought this for my three-year-old grandson and decided to down load the kindle version for myself. the illustrations are great. the storyline is exciting and i like the way it ties in with t-day sports. i work with young children almost on a daily basis. i'm pretty sure they will love this book!,12-11-2022,1492664359,2,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,12,11,2022,Autumn,4,Pozitif,Pozitif,4
how to catch a turkey,great gift,melissa  customer,5,sent this book to my step granddaughter and she loved it so much that i’m sending her the whole series,23-02-2023,1492664359,2,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,23,2,2023,Winter,1,Pozitif,Pozitif,5
how to catch a turkey,cute book but arrived damaged,amazon customer,4,love the book. we have the elf version as well. sad it arrived damaged.,12-11-2022,1492664359,5,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,12,11,2022,Autumn,4,Negatif,Pozitif,4
how to catch a turkey,fun book!,tim moulin,5,got this for my kids to read around thanksgiving. they loved it. great book for teachers and libraries.,23-01-2023,1492664359,2,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,23,1,2023,Winter,1,Pozitif,Pozitif,5
how to catch a turkey,3 year old class loved !,ryann,5,they thought it was the funniest book ever! it was requested everyday before thanksgiving,26-01-2023,1492664359,6,5,5.65,4.8,adam wallace,2018,"childrens, fiction",adam,wallace,2,26,1,2023,Winter,1,Pozitif,Pozitif,5
"fourth wing (the empyrean, 1)",4.5 stars,sandy farmer,4,"one sunday, i was visiting blogs, which i don't get to do very often, and stumbled upon one that caught my eye. i can't remember the exact wording, but the blogger stated they didn't enjoy a book that was getting a ton of buzz and love. however she worded her comments piqued my interest, so i looked up the book on goodreads and decided almost instantly that it sounded like something i would like. i added it to my wish list, and husband bought it for me for my birthday. i still put off reading it for a while because i needed to focus on review books first. i finally found time to pick it up, and i have to say that i didn't want to put fourth wing down. we never have lazy days where we just let the kids watch tv all day, but husband wasn't feeling well, it was 101 degrees outside, and i was enthralled. so i read every chance i got that first day and read about 80% by midnight. i needed to sleep because i knew that was too much to finish at a reasonable time for me. and i finished the other 20% the next day.fourth wing has everything you could want from the first release in a new fantasy series. you have a flawed leading character--violet is fragile. her bones break easily, her joints and ligaments are weak as well. she is short. and generally not physically strong. she is, however, brilliantly intelligent. she spent her entire life training to go to the scribe quadrant. but her mother, one of the nation's top military leaders, decrees that violet will enter the dragon rider's quadrant instead.the rider's quadrant is a vicious school of tests and challenges that will end with more cadets dead than alive. often times the tests kill the cadets. just as often, the other cadets will do the killing. and what deaths remain are likely from the dragons themselves! unique schools like this are why series like harry potter, vampire academy, divergent, red rising, and even throne of glass have been wildly popular and universally loved.and i mean dragons! the appeal of these mythological creatures is fascinating. perhaps because they're imaginary, we love the different iterations of dragons throughout various literature and media. fourth wing's dragons are some of the best i've come across, from the varieties and their discerning qualities to their ability and willingness to bond to humans. plus, the bond enables a psychic connection with their riders. these dragons are so well done. i applaud rebecca yarros for her imagination and vivid depictions in bringing them all to life.the friends are an interesting variety as well. there are friendships that form almost instantly, those that have spanned entire lifetimes, those that form unexpectedly, and even ones that form begrudgingly. the personalities differ as much as the dragons and the abilities they bestow upon their riders. violet's older sister, mira, warns her against forming friendships in the rider's quadrant. allies are important, but friendship can often be a liability. plus, when cadets are dying more frequently than surviving, forming friendships means saying goodbye to people who have shared pieces of their hearts with you and vice versa. but violet doesn't survive the rider's quadrant by following the path others have established. she must survive by her own instincts and her own journey through the tests and trials.speaking of abilities, rebecca yarros also did an excellent job creating a wide range of abilities since there are so many different characters. none of the signets were too similar to each other. and i loved the intrigue of wondering what new talent would be gifted to the next cadet. she even forms opposite sides of a coin without it appearing to be mirror talents.the enemies were fierce. we start off with violet being warned by her sister mira to steer clear of xaden riorson because he will kill her as soon as he gets the chance as revenge for what her mother did to his father in executing the king's justice for his father's rebellion. violet meets him almost immediately. nearly the same time, a brutal new cadet sets his sights on her as an easy target to weed out the weak links. only violet embarrasses the new cadet, and he swears revenge that he will kill her. and he's not the only person she ticks off during her first year. xaden is hard to read. he forces violet into his wing since he's a wingleader. he bounces back and forth between giving her advice that will help her survive, ignoring her completely, and sending others to her in ways that could be construed either for or against her.of course, the driving questions are about whether violet will survive each challenge she's faced with. if she does, will a dragon want to bond with her? at least until you get to a point where you have answers to these questions, and then you want to know what will happen next. i can't reveal those questions to you as they'd be spoilers.favorite quotes:-""they choose for reasons they don't see fit to share with us."" he pushes off his desk. ""and not all strength is physical, violet.""-you are not attracted to toxic men, i remind myself...i had to laugh at that one.-""one does not live a century without being well aware of the space one takes up.""-""justice is not always merciful.""-""i know you just want to keep me safe,...,""i whisper. ""but keeping me safe is also keeping me from growing, too.""-""i will hate you for this."" ""yeah."" he nods, a flash of pure regret crossing his face as he draws away. ""i can live with that.""-""andarna is my favorite.""-""you can ride me when the flesh rots off my bones, wingleader.""-""whatever you feel is natural. allow yourself to feel it, but then let it go.""-""...if we let fear kill whatever this is between us, then we don't deserve it.""-""one generation to change the text. one generation to choose to teach that text. the next grows, and the lie becomes history.""i was so disheartened when i finished fourth wing and went to go purchase iron flame only to find that it wasn't released yet. the unique school setting where the cadets die more often than survive. the friends. the enemies. the romance. the dragons. all of it was exactly what i look for in a series. now, i will say that once the characters leave the setting of the school and undoubtedly have to face the corrupt government, things have the potential to go south like series such as divergent and the hunger games. we shall see if the empyrean series can survive the traps that other series before it fell into or will it thrive similar to series like red rising and throne of glass. that being said, fourth wing gets 4.5 stars. have you read fourth wing? what did you think? let me know!",23-10-2023,1649374046,2,6,16.99,4.8,rebecca yarros,2023,fantasy,rebecca,yarros,1,23,10,2023,Autumn,4,Nötr,Pozitif,0
