,book name,review title,reviewer,reviewer rating,review description,is_verified,date,timestamp,ASIN,title length,day,month,year,season,quarter,title sentiment result,desc sentiment result,rating 2,rating 3,rating 4,rating 5
151,taylor swift: a little golden book biography,adorable,kate,5,"adorable book! i bought this for my toddler and she loves it. i, myself, am a swifty so i enjoyed reading the book as well. it begins to tell about taylor’s childhood then goes into detail up to when she wrote her 1989 album. (if only they waited to write the book until now- during the eras tour.) it is written in a language that is easy for kiddos to understand (i would say 6 years old+) and has pretty colors.",True,24-10-2023,"reviewed in the united states october 24, 2023",593566718,1,24,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
152,taylor swift: a little golden book biography,made the cutest bday gift,t. gal,5,"this book is super cute and worked perfect for a taylor swift movie bday party we attended. i paired it with a pink stanley cup and i thought it was the cutest gift. i gifted it to an 8 year old but i think any swiftie would love this book, no matter the age.",True,30-10-2023,"reviewed in the united states october 30, 2023",593566718,5,30,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
153,taylor swift: a little golden book biography,perfect for any swiftie!,alicia e. mitchell,5,love learning how taylor swift grew up to be the major music star she is today. the art is wonderful and this is a perfect addition to any swiftie collection!,True,03-11-2023,"reviewed in the united states november 3, 2023",593566718,4,3,11,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
154,taylor swift: a little golden book biography,so cute!,sarahshops,5,can’t wait to give to my daughter. how cool of a little golden book to make something for older kids something from their past.,True,03-11-2023,"reviewed in the united states november 3, 2023",593566718,2,3,11,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
155,taylor swift: a little golden book biography,golden book,brenda saunier,5,adorable golden book for the taylor swift fan. my granddaughter is 5 and loves taylor swift. i bought this as a stocking stuffer for her for christmas.,True,28-10-2023,"reviewed in the united states october 28, 2023",593566718,2,28,10,2023,Autumn,4,Nötr,Pozitif,0,0,0,1
156,taylor swift: a little golden book biography,it’s such a cute book!,sayhellocarissa,5,this type of book is so nostalgic! i remember having a collection of little golden book storybooks when i was a kid. it’s a simple and easy to read biography of taylor swift. illustrations are cute too. 💜,True,23-10-2023,"reviewed in the united states october 23, 2023",593566718,5,23,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
157,taylor swift: a little golden book biography,such a cute book!,candice,5,"my girls love taylor swift! this book is so cute! if you have kids who live taylor, buy this book!",True,31-10-2023,"reviewed in the united states october 31, 2023",593566718,4,31,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
158,taylor swift: a little golden book biography,cute little story,elizabeth,5,we are swifties over here so when i saw this book of course i had to grab it! cute story for kids about following your dreams. and bonus it’s about taylor swift! if you are a fan this book is a perfect little collectors item!,True,08-10-2023,"reviewed in the united states october 8, 2023",593566718,3,8,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
159,taylor swift: a little golden book biography,nice,n c,5,wow,True,06-11-2023,"reviewed in the united states november 6, 2023",593566718,1,6,11,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
160,don't let the pigeon drive the sleigh!,fun for all ages and encourages kids to read!,twinmommy,5,"my daughters (7 year old twins and 3 year old) and i are obsessed with mo willems' books. my twins started memorizing his books when they were 2 years old, so of course we were very excited for a new pigeon book!that persuasive pigeon is always up to something! i love the story. it's like the others, but unpredictable, so it was so much fun to read and i'm looking forward to reading it many more times. there's also a little ""easter egg"" hidden on the page with the fireplace, and my daughters noticed it right away! i just saw stockings at first, but they knew! i don't want to spoil it for mo willems fans, so that's all i'll say. ;)and the ending really made me hopeful for another pigeon book. i sure hope he'll write more, because we love them!it's another cute book, but what i love most about mo willems' books is that they're enjoyable no matter how old you are and they're educational. toddlers love the silly characters and their lines, which they quickly memorize, and then that encourages them to read.one of my twins was reluctant to practice reading sometimes, but she was always in the mood for pigeon or elephant and piggie books. they really helped with her confidence. both of them started reading chapter books last year, but we'll always enjoy mo willems' books. of course i got ""be the bus,"" which is targeted towards adults, too.i definitely recommend this book for any age and it would make a wonderful christmas gift! we just couldn't wait until then and had to read it now. :)",True,06-09-2023,"reviewed in the united states september 6, 2023",1454952776,9,6,9,2023,Autumn,3,Pozitif,Pozitif,0,0,0,1
161,don't let the pigeon drive the sleigh!,a fun read,littlebear,5,"my granddaughter is a fan of mo williems books and ""don't let the pigeon drive the bus"" is one of her favorites. i knew this one would be along the same lines and would be just as cute. mo williems never disappoints. this is a fun addition to our christmas library and makes a great christmas gift or a book to read to little ones for the holidays.",True,22-10-2023,"reviewed in the united states october 22, 2023",1454952776,3,22,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
162,don't let the pigeon drive the sleigh!,another great book from mo willems,tracy m heberlig,5,"i’ve been a fan of the author for a really long time. if i counted correctly, this will be the 11th book we have (including be the bus).even though my children are teenagers, they do not want to give them away (especially my youngest). when they were little, they loved telling the pigeon no! now, they get to carry on this tradition and help santa.highly recommend!",True,19-10-2023,"reviewed in the united states october 19, 2023",1454952776,6,19,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
163,don't let the pigeon drive the sleigh!,fans of mo willems will love this one!,m. arnold,5,darling story with the christmas twist! we love the pigeon and elephant and piggy books! my kids read over and over.,True,06-11-2023,"reviewed in the united states november 6, 2023",1454952776,8,6,11,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
164,don't let the pigeon drive the sleigh!,mo willems ... amazing author,liz henning,5,purchased several books!copyright 2023 !!gifted one to a kindergarten teacher and a second grade teacher and nephews !it's an engaging book for young readers !,True,30-10-2023,"reviewed in the united states october 30, 2023",1454952776,5,30,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
165,don't let the pigeon drive the sleigh!,mo willems wins again,kat maerz,5,mo willems is my favorite author of all time. i adore this book and any book about the pigeon. his adventure on the sleigh brings the joy of the pigeon and his naughty side with the love of winter.,True,21-10-2023,"reviewed in the united states october 21, 2023",1454952776,4,21,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
166,don't let the pigeon drive the sleigh!,my grandson loves reading this book!,marcie bakker,5,the laughter this book caused was wonderful. we are familiar with the series and this one is a great addition.(he is in second grade.),True,19-10-2023,"reviewed in the united states october 19, 2023",1454952776,6,19,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
167,don't let the pigeon drive the sleigh!,we love the pigeon books!,lily queen of everything,5,we love these books. so funny for adults as well as children..these are some of our favorite books!,True,21-10-2023,"reviewed in the united states october 21, 2023",1454952776,5,21,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
168,don't let the pigeon drive the sleigh!,pigeon books,mortsmom,5,great books,True,01-11-2023,"reviewed in the united states november 1, 2023",1454952776,2,1,11,2023,Autumn,4,Nötr,Pozitif,0,0,0,1
169,don't let the pigeon drive the sleigh!,love this author and series,jenny davis,5,very cute and typical of the don't let the pigeon series. i have enjoyed all of this series and this was a great addition.,True,13-10-2023,"reviewed in the united states october 13, 2023",1454952776,5,13,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
170,turkey trouble,very good,tammy jay,5,excellant story. perfect for the holiday season. i read it with my kids and we laughed alot. read this book. it's worth the time.,True,12-10-2023,"reviewed in the united states october 12, 2023",761455299,2,12,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
171,turkey trouble,great book,juliana rodriguez,5,bought this book for a turkey in disguise activity and the students loved it!,True,12-08-2023,"reviewed in the united states august 12, 2023",761455299,2,12,8,2023,Summer,3,Pozitif,Pozitif,0,0,0,1
172,turkey trouble,funny 4th grade read aloud,boston,5,the kids enjoyed this funny story. lots of laughs in our 4th grade classroom.,True,17-07-2023,"reviewed in the united states july 17, 2023",761455299,5,17,7,2023,Summer,3,Pozitif,Pozitif,0,0,0,1
173,turkey trouble,great story for kids,amazon customer,5,the main character tries and tries again to come up with a satisfying solution to his problem.,True,15-06-2023,"reviewed in the united states june 15, 2023",761455299,4,15,6,2023,Summer,2,Pozitif,Pozitif,0,0,0,1
174,turkey trouble,"cute, but morbid.",rachel striker,4,"my son was reading this at school so i ordered a copy for home. although i enjoy the story, i'm not sure if i love it for my preschooler. but thanksgiving ending with pizza always sounds like a good plan.",True,24-12-2022,"reviewed in the united states december 24, 2022",761455299,3,24,12,2022,Winter,4,Pozitif,Pozitif,0,0,1,0
175,turkey trouble,book in great condition,jac in colorado,5,funny story. very good price & service. secure packaging.thank you vendor!,True,21-03-2023,"reviewed in the united states march 21, 2023",761455299,4,21,3,2023,Spring,1,Pozitif,Pozitif,0,0,0,1
176,turkey trouble,kids love it,ria,5,i babysit kids 3 & nearly 5 years and they think this book is funny. i'm a little nervous that they won't want to eat the turkey on thanksgiving though... ha!,True,22-11-2022,"reviewed in the united states november 22, 2022",761455299,3,22,11,2022,Autumn,4,Pozitif,Pozitif,0,0,0,1
177,turkey trouble,great book!,brianna wilcox,5,i’m a preschool teacher and the kids in my class loved this book! we did a disguise the turkey activity along with it and it was perfect. definite read for thanksgiving!,True,17-12-2022,"reviewed in the united states december 17, 2022",761455299,2,17,12,2022,Winter,4,Pozitif,Pozitif,0,0,0,1
178,turkey trouble,lovely story for my childrens school project,tesha,5,both of my boys came home with a paper turkey to decorate in disguise for thanksgiving to make him less noticeable! this is the perfect book to help with imaginative ideas. thanks for the fun read!,True,13-11-2022,"reviewed in the united states november 13, 2022",761455299,7,13,11,2022,Autumn,4,Pozitif,Pozitif,0,0,0,1
179,turkey trouble,funny lol,cindylou,5,"funny book for thanksgiving. great deal, it was really cheap for kindle and you can read it on ipad or laptop - if your kids know how to use it. would recommend",True,08-11-2022,"reviewed in the united states november 8, 2022",761455299,2,8,11,2022,Autumn,4,Pozitif,Pozitif,0,0,0,1
180,"the body keeps the score: brain, mind, and body in the healing of trauma",buy this book!,"tom cloyd, ms ma",5,"psychiatrist, professor, world-class researcher, and traumatologist bessel van der kolk md requires no introduction to trauma psychotherapists. my enduring impressions of him over many years is one of relevance, cogency, frankness, and accessibility - served up with a subtle dash of impishness. he tends to be a bit disruptive - something of a provocateur - and everything of his i have ever read has taught me something, confirmed something important, or pushed my thinking in a new direction. when he has something to say, i want to hear it.however, i almost didn't buy this book: i was put off by the title. familiar with major reviews of ptsd psychotherapy outcomes research, i know that research support for body-oriented approaches to treating psychological trauma psychopathology is thin at best, and such treatment models simply do not have the research validation of either emdr (eye movement desensitization and reprocessing) and pe (prolonged exposure), neither of which are especially body-focused.j. interlandi's excellent article anticipating publication of this book - ""a revolutionary approach to treating ptsd"" (new york times magazine, 2014.05.22 - available online) - initially supported my fears that for some inexplicable reason van der kolk was now promoting some treatment model for which we have little confirming research. ""psychomotor therapy is neither widely practiced nor supported by clinical studies,"" interlandi informs us. provocateur he may be, but i'm strongly biased in favor of paying attention to therapies for which we do have solid empirical validation. our clients do not deserve to be experimental subjects - maybe not even if they agree to this, as i'm not sure they can ever know enough to make a truly informed consent. knowledge that ptsd and related disorders are usually highly curable, when using the right treatment protocols, sadly remains the possession of a minority of people, even in the professional psychotherapy world.yet the account of van der kolk's therapy work in interlandi's article is gripping. becoming completely absorbed in the account, i was convinced. (i've been here before, reading van der kolk's own accounts of his work.) and so the disruption begins! deeper into the article, he has me. van der kolk's critique of cbt (cognitive behavioral therapy - a general class of therapies) and pe (e. foa's exposure therapy model) is withering and correct: neither really work. ""trauma has nothing whatsoever to do with cognition...it has to do with your body being reset to interpret the world as a dangerous place....it's not something you can talk yourself out of."" interlandi reports that ""that view places him on the fringes of the psychiatric mainstream.""but he's right, and i can't stress this enough. why? because as a trauma treatment professional i'm well aware of what the trauma treatment outcomes research actually says. the best current summary of this research well may be chapter 2 of ecker, et al.'s (2012) ""unlocking the emotional brain"". (buy this book, too!) ecker et al. brilliantly presents a synthetic summary that encompasses 11 existing therapy models which actually do cure trauma psychopathology, if done right. in this context, what van der kolk is doing makes perfect sense. finally, it appears, the trauma psychotherapy field is moving toward a consensus which has strong credibility.van der kolk's new book has many virtues. parts one and two (102 pp) provide a substantial review of the neuropsychology of trauma's impact on a person. it's fun, interesting, informative reading, for professional and layperson alike. part three (64 pp) surveys childhood development, attachment experience, and ""the hidden epidemic of developmental trauma"". van der kolk has for years been a leading champion of the idea that there is a type of ptsd which substantially differs from all the rest. it develops in response to chronic child abuse and/or neglect. i completely share his belief that the diagnosis of developmental trauma disorder (sometimes called c-ptsd, with ""c"" meaning ""complex"") is overdue for formal recognition. i find his review of the struggle to legitimize dtd as gripping and distressing as anything else in the book. it is anguishing to know that a major problem exists, and that the psychiatric establishment simply refuses to acknowledge it. dtd/c-ptsd is no fantasy. we see and treat these people, as children and adults. they exist, and they are nothing like ""ordinary"" ptsd treatment clients.part four (29 pp) focuses on memory. i've long thought that much writing on treating psychological trauma seems to miss the point: trauma memory is what causes the problem. deal with that and the symptoms vanish. why is this so hard to understand? yet, it is not a common understanding at all. explaining how trauma memory works is invariably enlightening to my clients. and experiencing what happens when we change the nature of trauma memory is revelatory to someone who's lived with it for years, if not decades. as he does throughout the book, van der kolk offers fine stories about clients who have experienced exactly what i've seen happen in my clients, making excellent use of what cognitive research tells us: people understand things best through narratives. offer a good narrative and you convince.psychological trauma therapy is complex, but we are now well prepared to launch into the book's core content - part five (154 pp), ""paths to recovery"". he gets right to it: we cannot undo the trauma, but we can undo its effect on us, and so get our ""self"" back. ch. 13 reviews existing therapies. his approach is to repair ""descartes' error"" (see damásio's 1994 book of that title) by viewing mind and body as a single coherent functional unit. his topical coverage is complete and his critique of current therapies acute - not to be missed.he then writes of the importance of language (ch. 14). we construct our narrative mainly in words, and the words we choose are critical. but language is not enough (this anticipates his next two chapters). our senses encompass a larger world, and it's center is our body, where all our sensory receptors are located. then he introduces the treatment model he's long advocated: emdr (eye movement desensitization and reprocessing). i'm trained in emdr, and in fact van der kolk and i had the same instructor for our advanced training: gerald puk phd. van der kolk tells an amusing and self-deprecating story about his advanced training experience, in which puk was able to provide a strong corrective to his approach to clients. this is typical van der kolk - he's a truth-teller, even when it may put him in a poor light! and,after all, at this point he has nothing to prove to anyone.finding an emdr therapist is not hard (see his ""resources"" section). nor is it hard to find a yoga instructor, and yoga is what he advises for helping a trauma victim get back into their body. yoga is a wise choice, because it is available, already widely known, and adaptable to a wide range of individuals and capabilities.there is much more in part five, and the focus is on self-empowerment. ""victim no more!"" as they say. most trauma therapists have a keen interest in seeing their clients leave therapy charged up and ready to fully embrace their life - that certainly is my own emphasis. van der kolk's thoughts on self-empowerment for those in recovery from psychological trauma will be invaluable to any trauma psychotherapy client.for psychotherapy professionals, this book will be both delightful and confirming. for everyone else, it will be a readable, gripping, highly educational tour of topics all of which are critical to a successful transition back from the impact of psychological trauma. that he gives prominent though not dominating emphasis to developmental trauma disorders is entirely appropriate. our society has yet to grasp that child abuse and neglect is a more often chronic than not, and that its impact is largely ignored and poorly treated, if at all. this does not have to be. get educated (this book will do that), then commit to being an advocate for children as well as for adults impacted by trauma. they all deserve the chance to be healed, and we can now do that. van der kolk shows us how.the physical book: jacket design is pleasant and interesting. binding is less so: color of spine wrapping is semi-florescent, and of paper, not cloth. the book feels substantial and pleasant to hold and look at.organization -* 6 pp: prefatory praise by peers and related luminaries (interesting comments from some important people in the field);* 2 pp: table of contents;* 356 pp: actual text;* 4 pp: appendix: consensus proposed criteria for developmental trauma disorder* 3 pp: resources* 4 pp: further reading* 51 pp: notes* 21 pp: index",True,28-09-2014,"reviewed in the united states september 28, 2014",143127748,3,28,9,2014,Autumn,3,Nötr,Pozitif,0,0,0,1
181,"the body keeps the score: brain, mind, and body in the healing of trauma",please buy this book and start loving your life,monsterpixel,5,"of all the non-fiction books i've read, this is by far the best one ever. i grew up in a tough way. lots went wrong. my brother and i believed we were unwanted and we had plenty of evidence to back up our sentiment. we suffered shared abuse and individual abuses of every kind imaginable. when i became an adult, i subscribe to the concepts of people like rush limbaugh and drove around listening to his radio show proclaiming that there is no such thing as post-traumatic stress disorder. i believed i could gut it out, that the past was the past and that only weak people needed to talk through their problems. i believed only losers behaved badly as adults due to anything in their childhood or past and that claiming you were affected by any past problem was a crutch to allow you to embrace failure. frankly, for a time, that approach worked for me. i got married, had some great children (still have them thankfully), built a company. but it didn't take too long until it all came crashing down. and, when it did, i spent nearly 1.5 decades down. the anxiety that was always in my throat and chest was, to put it mildly, a distraction. it's very hard to be kind to people, to focus on your work, to love others when all your power is spent trying to pretend you don't feel like s***. when you can't sleep because your heart is beating so forcefully that the entire bed is vibrating - at least it feels that way - you not only lose the joy of sleep, but you feel hopeless and miserable and even more so when you're not able to understand why you feel this way. when you see everything you have go away and can only occasionally find the strength to take care of yourself and your business and need others in your life to carry you from time to time (much to your embarrassment) and yet you think you're smart and capable and have no understanding of why you are where you are, life becomes a slog. you trudge through it wishing you were dead or that something would kill you even if, like me, you'd never kill yourself. literally, when i was a believer, i went to bed every night and my prayers went something like this, ""dear jesus, please have a bus run over me. i will never kill myself but i'm miserable. please let me die so my family won't hate me for killing myself but so that i can stop hating the sun coming up. in jesus name, amen."" if you're like i was (and it's hard to tell you how i was and hold the tears down even now), this book will help you change all that. it will describe in detail what you're going through and it captures so many of those subtleties as to make it absolutely amazing. for the first time, i don't have depression (and i don't take pills). i don't have anxiety (it still bubbles up on occasion but using mindfulness, it goes nearly as fast as it comes). my life is pointed in the right direction, my business future is hopeful, my love-life is stabilizing, i know i'll no longer lose friends. i'm finally on track to getting what i want in every area of my life from women to money to friends and deep connections with my family. while i can't attribute every part of my success to this book alone as it takes many things to get where you want to go (mostly you), i can absolutely attest to the power of this book. if you've suffered any sort of major and/or persistent trauma in your life, please buy (and read) this book. you will one day thank yourself for doing so.",True,24-09-2016,"reviewed in the united states september 24, 2016",143127748,9,24,9,2016,Autumn,3,Pozitif,Pozitif,0,0,0,1
182,"the body keeps the score: brain, mind, and body in the healing of trauma",great book,jsimpson,5,"this book has been on my reading list for a while and i’m so glad i finally purchased. it helped give me insight into issues i have from time to time and a good friend immediately borrowed it when i finished. in talking to my sil i was even able to help her understand some of my brothers behaviors. it has been wonderfully helpful in better understanding myself, the brain, and even how to correct issues. i highly recommend!",True,30-10-2023,"reviewed in the united states october 30, 2023",143127748,2,30,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
183,"the body keeps the score: brain, mind, and body in the healing of trauma",i'm so glad i read this book!,monica,4,"wow! the body keeps the score has so much information in it! i’m not great at reading technical books, especially if they are science related. yeah. i’m more of a language arts and social studies kind of gal! i have gotten better since i taught sixth grade science, but technical brain stuff still confuses me a bit. thankfully, bessel van der kolk does his best to explain things so that even i can understand them. i may have needed to reread some paragraphs a couple of times, but i did finally understand it.the body keeps the score is so well written. like i said, even i was able to understand it. the writing style may be more technical, but it is still usually easy to understand. if you’re like me and know very little about the brain, you’ll be good! he does a good job of explaining all the different parts of the brain and how trauma affects each of those parts.i learned a lot from the examples he shares of his clients and how they have reacted to traumatic experiences. it’s crazy how the same situation can cause such different reactions! in one person the experience can cause the person’s brain to pretty much shut down, while someone else’s brain in the same experience can cause more of a fight or flight response. i did find it fascinating to learn about these different responses.one of the reasons i’m glad i read the body keeps the score is so that i will be better prepared and be better able to help my friends, family members, and students who have suffered from traumatic experiences. one of my favorite parts was learning about all the different strategies that can be used to help people heal from their trauma. i knew about a few of them, but i learned about several unconventional methods that will help.i love that healing focuses on body awareness and mindfulness. it’s all about separating the past and the present and becoming aware of your body. it seems strange, but apparently when you suffer from a traumatic experience, your past and present collide. when something triggers your mind in the present, you feel the same emotions as you did when you first had the experience. at that point it becomes difficult to discern if you are in the present or in the past. fascinating, right?content rating: pg-profanity: none-intimacy: low (incest and abuse are noted as causing trauma.)-violence: low (he does describe some traumatic experiences his clients have experienced.)age recommendation: 16+ (it’s quite technical and younger readers may not fully understand the content or be able to apply the knowledge. there are heavier themes that may not be appropriate for younger readers.)",True,13-07-2023,"reviewed in the united states july 13, 2023",143127748,7,13,7,2023,Summer,3,Pozitif,Pozitif,0,0,1,0
184,"the body keeps the score: brain, mind, and body in the healing of trauma",great book on ptsd,wolf,5,"i have never cried while reading a book before, but that changed reading this book. if you have ptsd or know someone who does, get your handkerchief ready. this was not an easy read for me as it made me realize how much trauma i had buried and forgotten years ago. i am grateful for it as i can now begin working towards healing.i believe this book was written more for mental health practitioners, but it was not written in a way that was difficult to understand or follow. if you have ptsd or know someone who does, i recommend reading through this book.",True,14-10-2023,"reviewed in the united states october 14, 2023",143127748,4,14,10,2023,Autumn,4,Pozitif,Negatif,0,0,0,1
185,"the body keeps the score: brain, mind, and body in the healing of trauma",delivered not damaged,janet,5,"my therapist recommended buying and reading this bookcalled ""the body keeps score- brain, mind, and body in the healing of trauma "" bessel van der kolk, m.d.it was delivered in mint condition.",True,05-11-2023,"reviewed in the united states november 5, 2023",143127748,3,5,11,2023,Autumn,4,Pozitif,Negatif,0,0,0,1
186,"the body keeps the score: brain, mind, and body in the healing of trauma",so good,alycea ruhlen,5,"this book was a required book for one of my courses in college. i loved it. it’s so educational and makes trauma more ‘mainstream’ and not just a diagnosis. the importance of collaboration with other professionals is highlighted as well, and a lot of other undead pointed out that needs to be addressed in multiple different jobs/careers. 11/10 phenomenal book",True,25-10-2023,"reviewed in the united states october 25, 2023",143127748,2,25,10,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
187,"the body keeps the score: brain, mind, and body in the healing of trauma",do not read the epilogue to this book. it completely ruins the book!!!!,amazon customer,4,"i want to give this book 3.5 stars, but because i think the knowledge in this book is important for the average person to read, i’ll give it 4 stars. i want to preface that the epilogue to this book (“choices to be made”) is an absolute trash-ridden, garage-filled piece of detritus that doesn’t belong anywhere in any sort of literature. it almost convinced me that this author is an absolute shill. however, if one ignores that entire last chapter, then the book itself is actually quite superb (and the author doesn’t seem to be a fraud).trauma is a huge problem in the world. many subjects in the modern era have really advanced in order to better understand the human brain, mind, and the processes connecting them (mainly due to technological advancements such as the fmri). i would think that to most people, trauma is something that can detrimentally, and sometimes irreversibly, harm someone. if that someone is a child, this damage is multiplied by a billion. however, what i think that people end up lacking is the knowledge of when/how trauma can form. it isn’t just caused by obvious phenomena such as war, natural disasters, tragic family accidents. it can be caused by simple things as well such as verbal arguments, falling off a bike as a child, or a parent working long hours and never seeing his or her child. this is why this book is important. it makes it known that trauma is a lot (or can be a lot) more ubiquitous than people think.the book is broken down into a few sections. i would say about 70% of this book is background, on a variety of subject matter. this certainly could have been shortened down by about 40%, but i suppose more information is generally better (in this case i would likely disagree, as the book itself is already too long, so removing the “fluff” would likely have been a good idea). the last 30% of the book is about “solutions” to trauma. i won’t go into each chapter and mention every main point, but overall each chapter is worth, at the very least, a heavy skimthe background knowledge on trauma is really interesting. we learn what parts of the brain are activated during trauma (and parts that are activated post-trauma). this help us to understand why people may “freeze” during a traumatic experience, why people cant express their feelings when they become “triggered”, and why certain medications work better than others. the information here really opened my eyes as to why people who have experienced trauma can act so strangely and illogically. “just tell me what emotion you are feeling.” “stop trying to hit me! what the hell do you think you’re doing?” i feel like i can sympathize more with these people and have a better understanding of how to approach them.the solutions to this were quite impressive and honestly seemed fairly simple in nature. examples include emdr (which is essentially just a mixture of hypnosis and rem sleep initiation), brain-computer interface technology to control frequencies produced by your brain, talking, yoga, theater, etc. there is no cure-all method, but rather each solution needs to be tailored to each individual. obviously, drugs are an option here but this merely is a temporary solution and doesn’t “fix” trauma at all.i want to finish this with my negative opinions on this book and the author. overall, the author seems to be fairly knowledgeable and truly caring. however, this book is full of their bias, and it really shows. a few examples are as follows. the author does a good job at adding references in this book when making claims, but when you pay attention to the location of the references, it is clear that the author is tacitly picking and choosing what they need to reference. for one, the author really hates drugs (and by that i mean medications used to treat people with mental disorders or trauma). he makes that very clear throughout this entire book. so he will reference some statistics that say drug use is bad when he makes a claim. but then a few sentences later he makes another claim that negatively talks about drugs, but doesn’t cite any reference. he tries to make you think that the reference 3 sentences ago would also be for this, but in reality it doesn’t. i see this as pseudo-science. he thinks he is being clever but in reality he is just being a biased con artist and not even close to a real scientist. as i mentioned early, the epilogue to this book is just atrocious, this is where he gets into politics and tries to tie trauma to all sort of institutions and societal structures. he blames trauma on guns, healthcare, teachers, etc. he think that teachers are to blame (they dont comfort kids enough) and writes off the parents bad behavior at home as “something that happens, but the teacher needs to be the ‘parent’ then”. he paints the usa at times as some crazy country where schools and healthcare is years behind what it should be, but doesn’t talk about these same exact issues (sometimes even worse) in western europe where these political structures are different, but the problem still remains. i’m very happy this was an epilogue and not an introduction because if it was i would have thrown this book into my compost bin immediately if it was.",True,16-03-2021,"reviewed in the united states march 16, 2021",143127748,13,16,3,2021,Spring,1,Negatif,Negatif,0,0,1,0
188,"the body keeps the score: brain, mind, and body in the healing of trauma",excellent read,tina wichman,5,"fascinating read! the book gives an insight to the stories of people’s struggles, research and solutions.",True,04-11-2023,"reviewed in the united states november 4, 2023",143127748,2,4,11,2023,Autumn,4,Pozitif,Pozitif,0,0,0,1
189,"the body keeps the score: brain, mind, and body in the healing of trauma",i made so many connections,kevin o'connor,4,"this book was so very well researched and detailed. the content connected exquisitely with a medication class where we have been learning about body systems and the implications for meditating. as a veteran teacher and administrator in elementary education i connected with how all of a child's experiences form the person they are. talk therapy applications can help likely more so than medications. the book reminded me of joseph chilton pierce's ""the magical child"" and other books regarding childhood development and recovery, especially those books written by occupational therapy practitioners.",True,16-10-2023,"reviewed in the united states october 16, 2023",143127748,5,16,10,2023,Autumn,4,Nötr,Pozitif,0,0,1,0
